what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307876378274
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307876478960
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307876525261
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307876529894
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307876578268
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877033870
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307877075711
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877184270
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877203766
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1307877300543
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877309016
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877312336
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307877312946
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307877313201
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1307877350401
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307877352197
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307877414490
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877949657
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307877955304
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1307877972335
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1307878009938
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1307878018708
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1307878028643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307878031963
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307878046121
