what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307889763259
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307889765721
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307889766814
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307889794952
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307889796537
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307889807845
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307889810536
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307889814348
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890124383
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890304789
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890307061
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890324437
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890385833
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890566119
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890581000
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890601055
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890614078
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890635733
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890671869
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890676579
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890677917
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890738391
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890741113
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1307890887774
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307890890891
