what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299536672875
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299536672884
closed,view,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.internal.introview",1299536672949
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536678710
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536715038
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.newWizard",1299536715077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536718289
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536728229
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.newWizard",1299536728240
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536750389
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1299536765352
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1299536765380
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v200908270924,"org.eclipse.jst.jee.ui",1299536780267
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1299536780381
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.300.v200903120000,"org.eclipse.jst.j2ee.navigator.ui",1299536780510
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1299536782587
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1299536782635
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536790049
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1299536794521
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1299536794527
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1299536800191
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536805281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299536812568
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1299536815200
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299536815930
