what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299538497364
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538553477
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538555185
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299538556829
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299538563005
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538628633
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538630260
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299538631749
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299538636594
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299538640195
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299538640608
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299538640851
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1299538711742
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1299538715043
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299538717917
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538725592
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538725623
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299538726763
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538728785
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538730652
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299538731538
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299538752760
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538775024
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299538776432
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299538777282
