what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079064250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079066250
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275079076593
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1275079083546
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1275079083890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079088843
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079088843
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079089218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079108218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275079154578
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275079155656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079157484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275079162062
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275079163718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275079169781
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275079177687
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275079178953
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1275079188500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1275079189218
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275079189968
