what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275475375703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475378187
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475388156
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275475388718
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275475396531
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275475399812
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275475400000
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275475422062
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275475424812
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275475425015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1275475429062
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1275475430859
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275475431062
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475432500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475437296
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475437843
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475442093
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275475442890
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475447828
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475455656
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1275475455687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475465062
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475466984
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1275475469734
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475475796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275475479406
