what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545905794
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545906624
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545908571
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545918222
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545922569
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1299545922844
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299545931429
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299545931516
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.views.showView",1299545931531
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299545951085
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545983354
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299545985803
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299546002044
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299546029360
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299546042777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299546044410
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299546047514
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299546056109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1299546072523
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299546154828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299546156360
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299546159688
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299546175113
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299546180074
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299546192262
