what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717808811
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717820445
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717822068
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299717823609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717859533
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717868377
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299717901246
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717914452
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717924091
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1299717927213
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717939248
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717940672
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299717942017
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1299717948723
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299717955217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299717955481
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299717955724
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299717956113
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299717956661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1299717957139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717962209
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1299717970628
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1299718014920
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1299718049282
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1299718053233
